Date,Rank,Title,Artist,Score,entertain
2021-01-09,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-10,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-11,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-12,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-13,18,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-14,18,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-15,18,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-16,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-17,21,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-18,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-19,23,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-20,21,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-21,23,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-22,23,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-23,22,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-24,22,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-25,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-26,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-27,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-28,27,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-29,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-30,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-01-31,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-01,26,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-02,27,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-03,27,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-04,31,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-05,30,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-06,30,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-07,31,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-08,31,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-09,31,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-10,29,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-11,30,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-12,30,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2021-02-13,33,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-14,34,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-15,35,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-16,36,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-17,36,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-18,35,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-19,34,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-20,34,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-21,34,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-22,35,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-23,37,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-24,37,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-25,38,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-26,36,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-27,36,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-02-28,37,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-03-01,40,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-03-02,40,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-03-03,40,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-03-04,40,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-03-05,39,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-03-06,41,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-07,41,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-08,41,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-09,41,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-10,40,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-03-11,40,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2021-03-12,42,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-13,42,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-14,45,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-15,45,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-16,45,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-17,46,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-18,47,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-19,45,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-20,48,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-21,51,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-03-22,50,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-23,51,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-03-24,50,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2021-03-25,59,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-03-26,58,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-03-27,62,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-03-28,64,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-03-29,63,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-03-30,63,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-03-31,62,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-01,61,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-02,59,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-04-03,62,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-04,64,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-05,63,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-06,59,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-04-07,58,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-04-08,59,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-04-09,59,When We Disco (Duet with 선미),박진영,5,JYP Ent.
2021-04-10,61,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-11,62,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-12,66,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-13,64,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-14,61,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-15,63,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-16,62,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-17,62,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-18,66,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-19,68,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-20,67,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-21,68,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-22,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-23,68,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-24,67,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-25,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-26,69,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-27,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-28,69,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-29,69,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-04-30,69,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-01,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-02,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-03,71,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-04,72,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-05,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-06,69,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-07,68,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-08,68,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-09,69,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-10,71,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-11,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-12,69,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-13,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-14,70,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2021-05-15,74,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-16,81,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-05-17,77,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-18,71,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-19,72,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-20,79,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-21,76,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-22,75,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-23,80,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-24,80,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-25,80,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-26,83,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-05-27,83,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-05-28,81,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-05-29,80,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-05-30,83,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-05-31,84,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-01,84,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-02,84,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-03,84,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-04,75,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-05,76,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-06,84,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-07,83,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-08,81,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-09,80,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-10,80,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-11,77,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-12,77,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-13,80,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-14,83,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-15,82,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-16,78,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-17,79,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-18,79,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-19,79,When We Disco (Duet with 선미),박진영,3,JYP Ent.
2021-06-20,82,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-21,82,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-22,82,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-23,83,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-24,83,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-25,83,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-26,85,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-27,87,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-06-28,91,When We Disco (Duet with 선미),박진영,1,JYP Ent.
2021-06-29,92,When We Disco (Duet with 선미),박진영,1,JYP Ent.
2021-06-30,90,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-07-01,91,When We Disco (Duet with 선미),박진영,1,JYP Ent.
2021-07-02,88,When We Disco (Duet with 선미),박진영,2,JYP Ent.
2021-07-03,98,When We Disco (Duet with 선미),박진영,1,JYP Ent.
2021-07-04,100,When We Disco (Duet with 선미),박진영,1,JYP Ent.
,,,2PM,,JYP Ent.
2018-10-28,27,Dance The Night Away,TWICE (트와이스),8,JYP Ent.
2018-10-28,100,What is Love?,TWICE (트와이스),1,JYP Ent.
2018-10-29,30,Dance The Night Away,TWICE (트와이스),8,JYP Ent.
2018-10-30,32,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-10-31,30,Dance The Night Away,TWICE (트와이스),8,JYP Ent.
2018-11-01,28,Dance The Night Away,TWICE (트와이스),8,JYP Ent.
2018-11-02,29,Dance The Night Away,TWICE (트와이스),8,JYP Ent.
2018-11-03,31,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-04,32,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-05,1,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-05,34,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-06,1,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-06,35,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-07,1,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-07,34,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-08,1,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-08,34,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-09,1,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-09,33,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-10,1,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-10,32,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-11,2,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-11,34,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-12,2,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-12,35,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-13,2,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-13,34,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-14,2,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-14,34,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-15,2,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-15,35,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-16,2,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-16,32,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-17,2,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-17,32,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-18,3,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-18,34,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-19,3,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-19,36,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-20,3,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-20,37,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-21,3,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-21,37,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-22,3,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-22,37,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-23,3,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-23,36,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-24,3,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-24,37,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-25,3,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-25,37,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-26,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-26,38,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-27,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-27,38,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-11-28,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-28,41,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-11-29,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-29,41,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-11-30,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-11-30,36,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-12-01,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-01,38,Dance The Night Away,TWICE (트와이스),7,JYP Ent.
2018-12-02,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-02,43,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-03,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-03,41,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-04,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-04,41,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-05,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-05,43,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-06,4,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-06,42,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-07,5,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-07,42,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-08,5,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-08,42,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-09,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-09,44,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-10,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-10,42,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-11,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-11,43,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-12,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-12,15,올해 제일 잘한 일,TWICE (트와이스),9,JYP Ent.
2018-12-12,43,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-13,5,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-13,34,올해 제일 잘한 일,TWICE (트와이스),7,JYP Ent.
2018-12-13,48,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-14,5,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-14,44,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-14,68,올해 제일 잘한 일,TWICE (트와이스),4,JYP Ent.
2018-12-15,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-15,42,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-15,74,올해 제일 잘한 일,TWICE (트와이스),3,JYP Ent.
2018-12-16,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-16,48,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-16,73,올해 제일 잘한 일,TWICE (트와이스),3,JYP Ent.
2018-12-17,5,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-17,47,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-17,78,올해 제일 잘한 일,TWICE (트와이스),3,JYP Ent.
2018-12-18,5,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-18,46,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-18,84,올해 제일 잘한 일,TWICE (트와이스),2,JYP Ent.
2018-12-19,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-19,45,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-19,87,올해 제일 잘한 일,TWICE (트와이스),2,JYP Ent.
2018-12-20,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-20,46,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-20,90,올해 제일 잘한 일,TWICE (트와이스),2,JYP Ent.
2018-12-21,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-21,46,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-21,90,올해 제일 잘한 일,TWICE (트와이스),2,JYP Ent.
2018-12-22,6,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-22,44,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-22,97,올해 제일 잘한 일,TWICE (트와이스),1,JYP Ent.
2018-12-23,7,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-23,47,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-24,11,YES or YES,TWICE (트와이스),9,JYP Ent.
2018-12-24,49,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-24,60,Merry & Happy,TWICE (트와이스),5,JYP Ent.
2018-12-25,11,YES or YES,TWICE (트와이스),9,JYP Ent.
2018-12-25,49,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-25,68,Merry & Happy,TWICE (트와이스),4,JYP Ent.
2018-12-26,7,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-26,47,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-27,7,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-27,47,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-28,7,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-28,45,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-29,7,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-29,42,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-30,7,YES or YES,TWICE (트와이스),10,JYP Ent.
2018-12-30,45,Dance The Night Away,TWICE (트와이스),6,JYP Ent.
2018-12-31,7,YES or YES,TWICE (트와이스),10,JYP Ent.
