Date,Rank,Title,Artist,Score,entertain
2023-05-06,8,OMG,NewJeans,10,하이브
2023-05-06,25,Attention,NewJeans,8,하이브
2023-05-06,69,Zero,NewJeans,4,하이브
2023-05-06,71,Cookie,NewJeans,3,하이브
2023-05-07,6,Ditto,NewJeans,10,하이브
2023-05-07,7,Hype boy,NewJeans,10,하이브
2023-05-07,9,OMG,NewJeans,10,하이브
2023-05-07,25,Attention,NewJeans,8,하이브
2023-05-07,69,Zero,NewJeans,4,하이브
2023-05-07,73,Cookie,NewJeans,3,하이브
2023-05-08,6,Ditto,NewJeans,10,하이브
2023-05-08,7,Hype boy,NewJeans,10,하이브
2023-05-08,10,OMG,NewJeans,10,하이브
2023-05-08,26,Attention,NewJeans,8,하이브
2023-05-08,70,Zero,NewJeans,4,하이브
2023-05-08,75,Cookie,NewJeans,3,하이브
2023-05-09,7,Ditto,NewJeans,10,하이브
2023-05-09,8,Hype boy,NewJeans,10,하이브
2023-05-09,13,OMG,NewJeans,9,하이브
2023-05-09,26,Attention,NewJeans,8,하이브
2023-05-09,74,Zero,NewJeans,3,하이브
2023-05-09,78,Cookie,NewJeans,3,하이브
2023-05-10,7,Ditto,NewJeans,10,하이브
2023-05-10,8,Hype boy,NewJeans,10,하이브
2023-05-10,11,OMG,NewJeans,9,하이브
2023-05-10,25,Attention,NewJeans,8,하이브
2023-05-10,77,Zero,NewJeans,3,하이브
2023-05-10,78,Cookie,NewJeans,3,하이브
2023-05-11,7,Ditto,NewJeans,10,하이브
2023-05-11,8,Hype boy,NewJeans,10,하이브
2023-05-11,11,OMG,NewJeans,9,하이브
2023-05-11,25,Attention,NewJeans,8,하이브
2023-05-11,75,Cookie,NewJeans,3,하이브
2023-05-11,79,Zero,NewJeans,3,하이브
2023-05-12,7,Ditto,NewJeans,10,하이브
2023-05-12,8,Hype boy,NewJeans,10,하이브
2023-05-12,11,OMG,NewJeans,9,하이브
2023-05-12,25,Attention,NewJeans,8,하이브
2023-05-12,76,Cookie,NewJeans,3,하이브
2023-05-12,81,Zero,NewJeans,2,하이브
2023-05-13,7,Ditto,NewJeans,10,하이브
2023-05-13,8,Hype boy,NewJeans,10,하이브
2023-05-13,11,OMG,NewJeans,9,하이브
2023-05-13,26,Attention,NewJeans,8,하이브
2023-05-13,76,Cookie,NewJeans,3,하이브
2023-05-13,84,Zero,NewJeans,2,하이브
2023-05-14,7,Ditto,NewJeans,10,하이브
2023-05-14,9,Hype boy,NewJeans,10,하이브
2023-05-14,11,OMG,NewJeans,9,하이브
2023-05-14,27,Attention,NewJeans,8,하이브
2023-05-14,80,Cookie,NewJeans,3,하이브
2023-05-14,88,Zero,NewJeans,2,하이브
2023-05-15,8,Ditto,NewJeans,10,하이브
2023-05-15,10,Hype boy,NewJeans,10,하이브
2023-05-15,12,OMG,NewJeans,9,하이브
2023-05-15,26,Attention,NewJeans,8,하이브
2023-05-15,85,Cookie,NewJeans,2,하이브
2023-05-15,90,Zero,NewJeans,2,하이브
2023-05-16,8,Ditto,NewJeans,10,하이브
2023-05-16,9,Hype boy,NewJeans,10,하이브
2023-05-16,12,OMG,NewJeans,9,하이브
2023-05-16,26,Attention,NewJeans,8,하이브
2023-05-16,84,Cookie,NewJeans,2,하이브
2023-05-16,94,Zero,NewJeans,1,하이브
2023-05-17,8,Ditto,NewJeans,10,하이브
2023-05-17,9,Hype boy,NewJeans,10,하이브
2023-05-17,12,OMG,NewJeans,9,하이브
2023-05-17,26,Attention,NewJeans,8,하이브
2023-05-17,84,Cookie,NewJeans,2,하이브
2023-05-17,96,Zero,NewJeans,1,하이브
2023-05-18,8,Ditto,NewJeans,10,하이브
2023-05-18,10,Hype boy,NewJeans,10,하이브
2023-05-18,13,OMG,NewJeans,9,하이브
2023-05-18,26,Attention,NewJeans,8,하이브
2023-05-18,84,Cookie,NewJeans,2,하이브
2023-05-18,100,Zero,NewJeans,1,하이브
2023-05-19,8,Ditto,NewJeans,10,하이브
2023-05-19,9,Hype boy,NewJeans,10,하이브
2023-05-19,13,OMG,NewJeans,9,하이브
2023-05-19,28,Attention,NewJeans,8,하이브
2023-05-19,84,Cookie,NewJeans,2,하이브
2023-05-19,100,Zero,NewJeans,1,하이브
2023-05-20,8,Hype boy,NewJeans,10,하이브
2023-05-20,9,Ditto,NewJeans,10,하이브
2023-05-20,12,OMG,NewJeans,9,하이브
2023-05-20,28,Attention,NewJeans,8,하이브
2023-05-20,81,Cookie,NewJeans,2,하이브
2023-05-20,100,Zero,NewJeans,1,하이브
2023-05-21,9,Hype boy,NewJeans,10,하이브
2023-05-21,10,Ditto,NewJeans,10,하이브
2023-05-21,13,OMG,NewJeans,9,하이브
2023-05-21,29,Attention,NewJeans,8,하이브
2023-05-21,86,Cookie,NewJeans,2,하이브
2023-05-22,9,Hype boy,NewJeans,10,하이브
2023-05-22,10,Ditto,NewJeans,10,하이브
2023-05-22,13,OMG,NewJeans,9,하이브
2023-05-22,28,Attention,NewJeans,8,하이브
2023-05-22,89,Cookie,NewJeans,2,하이브
2023-05-23,9,Hype boy,NewJeans,10,하이브
2023-05-23,10,Ditto,NewJeans,10,하이브
2023-05-23,13,OMG,NewJeans,9,하이브
2023-05-23,27,Attention,NewJeans,8,하이브
2023-05-23,87,Cookie,NewJeans,2,하이브
2023-05-24,9,Hype boy,NewJeans,10,하이브
2023-05-24,10,Ditto,NewJeans,10,하이브
2023-05-24,11,OMG,NewJeans,9,하이브
2023-05-24,27,Attention,NewJeans,8,하이브
2023-05-24,88,Cookie,NewJeans,2,하이브
2023-05-25,9,Hype boy,NewJeans,10,하이브
2023-05-25,10,Ditto,NewJeans,10,하이브
2023-05-25,11,OMG,NewJeans,9,하이브
2023-05-25,27,Attention,NewJeans,8,하이브
2023-05-25,90,Cookie,NewJeans,2,하이브
2023-05-26,9,Hype boy,NewJeans,10,하이브
2023-05-26,10,Ditto,NewJeans,10,하이브
2023-05-26,11,OMG,NewJeans,9,하이브
2023-05-26,28,Attention,NewJeans,8,하이브
2023-05-26,89,Cookie,NewJeans,2,하이브
2023-05-27,8,Hype boy,NewJeans,10,하이브
2023-05-27,9,Ditto,NewJeans,10,하이브
2023-05-27,12,OMG,NewJeans,9,하이브
2023-05-27,29,Attention,NewJeans,8,하이브
2023-05-27,90,Cookie,NewJeans,2,하이브
2023-05-28,8,Hype boy,NewJeans,10,하이브
2023-05-28,9,Ditto,NewJeans,10,하이브
2023-05-28,15,OMG,NewJeans,9,하이브
2023-05-28,33,Attention,NewJeans,7,하이브
2023-05-28,92,Cookie,NewJeans,1,하이브
2023-05-29,8,Hype boy,NewJeans,10,하이브
2023-05-29,9,Ditto,NewJeans,10,하이브
2023-05-29,15,OMG,NewJeans,9,하이브
2023-05-29,33,Attention,NewJeans,7,하이브
2023-05-29,95,Cookie,NewJeans,1,하이브
2023-05-30,8,Hype boy,NewJeans,10,하이브
2023-05-30,9,Ditto,NewJeans,10,하이브
2023-05-30,15,OMG,NewJeans,9,하이브
2023-05-30,30,Attention,NewJeans,8,하이브
2023-05-30,100,Cookie,NewJeans,1,하이브
2023-05-31,8,Hype boy,NewJeans,10,하이브
2023-05-31,9,Ditto,NewJeans,10,하이브
2023-05-31,15,OMG,NewJeans,9,하이브
2023-05-31,27,Attention,NewJeans,8,하이브
2023-05-31,97,Cookie,NewJeans,1,하이브
2023-06-01,8,Hype boy,NewJeans,10,하이브
2023-06-01,9,Ditto,NewJeans,10,하이브
2023-06-01,15,OMG,NewJeans,9,하이브
2023-06-01,27,Attention,NewJeans,8,하이브
2023-06-01,98,Cookie,NewJeans,1,하이브
2023-06-02,8,Hype boy,NewJeans,10,하이브
2023-06-02,9,Ditto,NewJeans,10,하이브
2023-06-02,14,OMG,NewJeans,9,하이브
2023-06-02,28,Attention,NewJeans,8,하이브
2023-06-02,97,Cookie,NewJeans,1,하이브
2023-06-03,7,Hype boy,NewJeans,10,하이브
2023-06-03,9,Ditto,NewJeans,10,하이브
2023-06-03,15,OMG,NewJeans,9,하이브
2023-06-03,28,Attention,NewJeans,8,하이브
2023-06-03,96,Cookie,NewJeans,1,하이브
2023-06-04,8,Hype boy,NewJeans,10,하이브
2023-06-04,10,Ditto,NewJeans,10,하이브
2023-06-04,15,OMG,NewJeans,9,하이브
2023-06-04,31,Attention,NewJeans,7,하이브
2023-06-04,99,Cookie,NewJeans,1,하이브
2023-06-05,7,Hype boy,NewJeans,10,하이브
2023-06-05,10,Ditto,NewJeans,10,하이브
2023-06-05,15,OMG,NewJeans,9,하이브
2023-06-05,28,Attention,NewJeans,8,하이브
2023-06-05,100,Cookie,NewJeans,1,하이브
2023-06-06,8,Hype boy,NewJeans,10,하이브
2023-06-06,11,Ditto,NewJeans,9,하이브
2023-06-06,15,OMG,NewJeans,9,하이브
2023-06-06,28,Attention,NewJeans,8,하이브
2023-06-07,9,Hype boy,NewJeans,10,하이브
2023-06-07,11,Ditto,NewJeans,9,하이브
2023-06-07,15,OMG,NewJeans,9,하이브
2023-06-07,27,Attention,NewJeans,8,하이브
2023-06-08,9,Hype boy,NewJeans,10,하이브
2023-06-08,11,Ditto,NewJeans,9,하이브
2023-06-08,15,OMG,NewJeans,9,하이브
2023-06-08,27,Attention,NewJeans,8,하이브
2023-06-09,8,Hype boy,NewJeans,10,하이브
2023-06-09,11,Ditto,NewJeans,9,하이브
2023-06-09,15,OMG,NewJeans,9,하이브
2023-06-09,29,Attention,NewJeans,8,하이브
2023-06-10,8,Hype boy,NewJeans,10,하이브
2023-06-10,10,Ditto,NewJeans,10,하이브
2023-06-10,13,OMG,NewJeans,9,하이브
2023-06-10,29,Attention,NewJeans,8,하이브
2023-06-11,8,Hype boy,NewJeans,10,하이브
2023-06-11,11,Ditto,NewJeans,9,하이브
2023-06-11,14,OMG,NewJeans,9,하이브
2023-06-11,30,Attention,NewJeans,8,하이브
2023-06-12,8,Hype boy,NewJeans,10,하이브
2023-06-12,10,Ditto,NewJeans,10,하이브
2023-06-12,14,OMG,NewJeans,9,하이브
2023-06-12,26,Attention,NewJeans,8,하이브
2023-06-13,8,Hype boy,NewJeans,10,하이브
2023-06-13,10,Ditto,NewJeans,10,하이브
2023-06-13,14,OMG,NewJeans,9,하이브
2023-06-13,25,Attention,NewJeans,8,하이브
2023-06-14,8,Hype boy,NewJeans,10,하이브
2023-06-14,10,Ditto,NewJeans,10,하이브
2023-06-14,14,OMG,NewJeans,9,하이브
2023-06-14,24,Attention,NewJeans,8,하이브
2023-06-15,7,Hype boy,NewJeans,10,하이브
2023-06-15,10,Ditto,NewJeans,10,하이브
2023-06-15,13,OMG,NewJeans,9,하이브
2023-06-15,24,Attention,NewJeans,8,하이브
2023-06-16,7,Hype boy,NewJeans,10,하이브
2023-06-16,10,Ditto,NewJeans,10,하이브
2023-06-16,13,OMG,NewJeans,9,하이브
2023-06-16,24,Attention,NewJeans,8,하이브
2023-06-17,8,Hype boy,NewJeans,10,하이브
2023-06-17,9,Ditto,NewJeans,10,하이브
2023-06-17,13,OMG,NewJeans,9,하이브
2023-06-17,23,Attention,NewJeans,8,하이브
2023-06-18,7,Hype boy,NewJeans,10,하이브
2023-06-18,10,Ditto,NewJeans,10,하이브
2023-06-18,13,OMG,NewJeans,9,하이브
2023-06-18,23,Attention,NewJeans,8,하이브
2023-06-19,7,Hype boy,NewJeans,10,하이브
2023-06-19,11,Ditto,NewJeans,9,하이브
2023-06-19,13,OMG,NewJeans,9,하이브
2023-06-19,22,Attention,NewJeans,8,하이브
2023-06-20,7,Hype boy,NewJeans,10,하이브
2023-06-20,11,Ditto,NewJeans,9,하이브
2023-06-20,13,OMG,NewJeans,9,하이브
2023-06-20,23,Attention,NewJeans,8,하이브
2023-06-21,7,Hype boy,NewJeans,10,하이브
2023-06-21,11,Ditto,NewJeans,9,하이브
2023-06-21,13,OMG,NewJeans,9,하이브
2023-06-21,22,Attention,NewJeans,8,하이브
2023-06-22,7,Hype boy,NewJeans,10,하이브
2023-06-22,11,Ditto,NewJeans,9,하이브
2023-06-22,13,OMG,NewJeans,9,하이브
2023-06-22,22,Attention,NewJeans,8,하이브
2023-06-23,7,Hype boy,NewJeans,10,하이브
2023-06-23,10,Ditto,NewJeans,10,하이브
2023-06-23,13,OMG,NewJeans,9,하이브
2023-06-23,21,Attention,NewJeans,8,하이브
2023-06-24,7,Hype boy,NewJeans,10,하이브
2023-06-24,10,Ditto,NewJeans,10,하이브
2023-06-24,13,OMG,NewJeans,9,하이브
2023-06-24,22,Attention,NewJeans,8,하이브
2023-06-25,7,Hype boy,NewJeans,10,하이브
2023-06-25,10,Ditto,NewJeans,10,하이브
2023-06-25,13,OMG,NewJeans,9,하이브
2023-06-25,24,Attention,NewJeans,8,하이브
2023-06-26,8,Hype boy,NewJeans,10,하이브
2023-06-26,10,Ditto,NewJeans,10,하이브
2023-06-26,13,OMG,NewJeans,9,하이브
2023-06-26,21,Attention,NewJeans,8,하이브
2023-06-27,8,Hype boy,NewJeans,10,하이브
2023-06-27,10,Ditto,NewJeans,10,하이브
2023-06-27,13,OMG,NewJeans,9,하이브
2023-06-27,18,Attention,NewJeans,9,하이브
2023-06-28,8,Hype boy,NewJeans,10,하이브
2023-06-28,10,Ditto,NewJeans,10,하이브
2023-06-28,13,OMG,NewJeans,9,하이브
2023-06-28,19,Attention,NewJeans,9,하이브
2023-06-29,8,Hype boy,NewJeans,10,하이브
2023-06-29,10,Ditto,NewJeans,10,하이브
2023-06-29,13,OMG,NewJeans,9,하이브
2023-06-29,18,Attention,NewJeans,9,하이브
2023-06-30,8,Hype boy,NewJeans,10,하이브
2023-06-30,10,Ditto,NewJeans,10,하이브
2023-06-30,13,OMG,NewJeans,9,하이브
2023-06-30,18,Attention,NewJeans,9,하이브
,,,&TEAM,,하이브
,,,Yurina Hirate,,하이브
,,,BOYNEXTDOOR,,하이브
2019-12-01,27,"FEVER (Feat. 수퍼비, BIBI)",박진영,8,JYP Ent.
2019-12-02,42,"FEVER (Feat. 수퍼비, BIBI)",박진영,6,JYP Ent.
2019-12-03,51,"FEVER (Feat. 수퍼비, BIBI)",박진영,5,JYP Ent.
2019-12-04,53,"FEVER (Feat. 수퍼비, BIBI)",박진영,5,JYP Ent.
2019-12-05,57,"FEVER (Feat. 수퍼비, BIBI)",박진영,5,JYP Ent.
2019-12-06,60,"FEVER (Feat. 수퍼비, BIBI)",박진영,5,JYP Ent.
2019-12-07,62,"FEVER (Feat. 수퍼비, BIBI)",박진영,4,JYP Ent.
2019-12-08,58,"FEVER (Feat. 수퍼비, BIBI)",박진영,5,JYP Ent.
2019-12-09,61,"FEVER (Feat. 수퍼비, BIBI)",박진영,4,JYP Ent.
2019-12-10,66,"FEVER (Feat. 수퍼비, BIBI)",박진영,4,JYP Ent.
2019-12-11,71,"FEVER (Feat. 수퍼비, BIBI)",박진영,3,JYP Ent.
2019-12-12,69,"FEVER (Feat. 수퍼비, BIBI)",박진영,4,JYP Ent.
2019-12-13,69,"FEVER (Feat. 수퍼비, BIBI)",박진영,4,JYP Ent.
2019-12-14,74,"FEVER (Feat. 수퍼비, BIBI)",박진영,3,JYP Ent.
2019-12-15,73,"FEVER (Feat. 수퍼비, BIBI)",박진영,3,JYP Ent.
2019-12-16,72,"FEVER (Feat. 수퍼비, BIBI)",박진영,3,JYP Ent.
2019-12-17,73,"FEVER (Feat. 수퍼비, BIBI)",박진영,3,JYP Ent.
2019-12-18,79,"FEVER (Feat. 수퍼비, BIBI)",박진영,3,JYP Ent.
2019-12-19,80,"FEVER (Feat. 수퍼비, BIBI)",박진영,3,JYP Ent.
2019-12-20,82,"FEVER (Feat. 수퍼비, BIBI)",박진영,2,JYP Ent.
2019-12-21,87,"FEVER (Feat. 수퍼비, BIBI)",박진영,2,JYP Ent.
2019-12-22,89,"FEVER (Feat. 수퍼비, BIBI)",박진영,2,JYP Ent.
2019-12-23,87,"FEVER (Feat. 수퍼비, BIBI)",박진영,2,JYP Ent.
2019-12-26,90,"FEVER (Feat. 수퍼비, BIBI)",박진영,2,JYP Ent.
2019-12-27,90,"FEVER (Feat. 수퍼비, BIBI)",박진영,2,JYP Ent.
2019-12-28,90,"FEVER (Feat. 수퍼비, BIBI)",박진영,2,JYP Ent.
2019-12-29,94,"FEVER (Feat. 수퍼비, BIBI)",박진영,1,JYP Ent.
2019-12-30,95,"FEVER (Feat. 수퍼비, BIBI)",박진영,1,JYP Ent.
2019-12-31,93,"FEVER (Feat. 수퍼비, BIBI)",박진영,1,JYP Ent.
2020-01-01,95,"FEVER (Feat. 수퍼비, BIBI)",박진영,1,JYP Ent.
2020-01-02,94,"FEVER (Feat. 수퍼비, BIBI)",박진영,1,JYP Ent.
2020-01-03,95,"FEVER (Feat. 수퍼비, BIBI)",박진영,1,JYP Ent.
2020-08-12,63,When We Disco (Duet with 선미),박진영,4,JYP Ent.
2020-08-13,50,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2020-08-14,50,When We Disco (Duet with 선미),박진영,6,JYP Ent.
2020-08-15,40,When We Disco (Duet with 선미),박진영,7,JYP Ent.
2020-08-16,30,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-08-17,29,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-08-18,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-08-19,22,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-08-20,18,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-08-21,17,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-08-22,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-08-23,12,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-08-24,11,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-08-25,10,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-08-26,9,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-08-27,8,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-08-28,8,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-08-29,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-08-30,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-08-31,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-01,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-02,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-03,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-04,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-05,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-06,7,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-07,7,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-08,7,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-09,7,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-10,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-11,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-12,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-13,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-14,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-15,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-16,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-17,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-18,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-19,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-20,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-21,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-22,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-23,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-24,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-25,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-26,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-27,6,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-28,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-29,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-09-30,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-01,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-02,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-03,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-04,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-05,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-06,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-07,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-08,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-09,4,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-10,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-11,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-12,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-13,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-14,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-15,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-16,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-17,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-18,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-19,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-20,5,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-21,7,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-22,7,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-23,7,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-24,8,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-25,9,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-26,9,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-27,9,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-28,9,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-29,8,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-30,8,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-10-31,8,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-01,10,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-02,10,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-03,10,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-04,10,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-05,10,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-06,10,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-07,9,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-08,11,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-09,11,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-10,11,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-11,11,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-12,11,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-13,11,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-14,10,When We Disco (Duet with 선미),박진영,10,JYP Ent.
2020-11-15,12,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-16,12,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-17,12,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-18,12,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-19,12,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-20,12,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-21,13,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-22,16,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-23,16,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-24,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-25,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-26,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-27,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-28,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-29,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-11-30,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-01,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-02,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-03,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-04,15,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-05,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-06,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-07,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-08,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-09,19,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-10,19,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-11,18,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-12,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-13,21,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-14,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-15,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-16,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-17,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-18,22,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-19,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-20,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-21,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-22,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-23,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-24,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-25,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-26,24,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-27,25,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-28,21,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-29,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2020-12-30,21,When We Disco (Duet with 선미),박진영,8,JYP Ent.
2020-12-31,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-01,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-02,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-03,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-04,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-05,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-06,18,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-07,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
2021-01-08,20,When We Disco (Duet with 선미),박진영,9,JYP Ent.
