Date,Rank,Title,Artist
2022-08-28,70,Butter,방탄소년단
2022-08-28,71,언제나 사랑해,케이시 (Kassy)
2022-08-28,72,팡파레,다비치
2022-08-28,73,strawberry moon,아이유
2022-08-28,74,HOT,세븐틴 (SEVENTEEN)
2022-08-28,75,Off My Face,Justin Bieber
2022-08-28,76,무지개,임영웅
2022-08-28,77,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
2022-08-28,78,Yet To Come,방탄소년단
2022-08-28,79,Permission to Dance,방탄소년단
2022-08-28,80,미친 것처럼,V.O.S
2022-08-28,81,눈을 감으면,WSG워너비
2022-08-28,82,스티커 사진,21학번
2022-08-28,83,사랑이야,케이시 (Kassy)
2022-08-28,84,Celebrity,아이유
2022-08-28,85,Sparkling,청하
2022-08-28,86,아버지,임영웅
2022-08-28,87,그 하루(feat.반하나),주호
2022-08-28,88,봄날,방탄소년단
2022-08-28,89,롤린 (Rollin'),브레이브걸스
2022-08-28,90,_WORLD,세븐틴 (SEVENTEEN)
2022-08-28,91,My Universe,"Coldplay, 방탄소년단"
2022-08-28,92,라일락,아이유
2022-08-28,93,A bientot,임영웅
2022-08-28,94,"스물다섯, 스물하나",자우림
2022-08-28,95,With you,"지민, 하성운"
2022-08-28,96,문득,BE'O (비오)
2022-08-28,97,손이 참 곱던 그대,임영웅
2022-08-28,98,사랑해 진짜,임영웅
2022-08-28,99,인생찬가,임영웅
2022-08-28,100,이별한 이유가 너무 아파,임한별
2022-08-29,1,After LIKE,IVE (아이브)
2022-08-29,2,Attention,NewJeans
2022-08-29,3,Pink Venom,BLACKPINK
2022-08-29,4,Hype boy,NewJeans
2022-08-29,5,FOREVER 1,소녀시대 (GIRLS' GENERATION)
2022-08-29,6,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2022-08-29,7,LOVE DIVE,IVE (아이브)
2022-08-29,8,보고싶었어,WSG워너비(4FIRE)
2022-08-29,9,SNEAKERS,ITZY (있지)
2022-08-29,10,Cookie,NewJeans
2022-08-29,11,TOMBOY,(여자)아이들
2022-08-29,12,POP!,나연 (TWICE)
2022-08-29,13,그라데이션,10CM
2022-08-29,14,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2022-08-29,15,사랑인가 봐,멜로망스
2022-08-29,16,나의 X에게,경서
2022-08-29,17,That That (prod. & feat. SUGA of BTS),싸이 (PSY)
2022-08-29,18,도깨비불 (Illusion),aespa
2022-08-29,19,내가 아니라도,주호
2022-08-29,20,Love story,볼빨간사춘기
2022-08-29,21,Girls,aespa
2022-08-29,22,사랑은 늘 도망가,임영웅
2022-08-29,23,FEARLESS,LE SSERAFIM (르세라핌)
2022-08-29,24,ELEVEN,IVE (아이브)
2022-08-29,25,취중고백,김민석 (멜로망스)
2022-08-29,26,LOVE me,BE'O (비오)
2022-08-29,27,해요 (2022),#안녕
2022-08-29,28,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2022-08-29,29,다정히 내 이름을 부르면,"전건호, 경서예지"
2022-08-29,30,너의 모든 순간,성시경
2022-08-29,31,That's Hilarious,Charlie Puth
2022-08-29,32,사랑한다고 말해줘,탑현
2022-08-29,33,내 기쁨은 너가 벤틀리를 끄는 거야,김승민
2022-08-29,34,통화연결음,"MJ (써니사이드), 보라미유"
2022-08-29,35,새벽에 걸려온 너의 전화는,한동근
2022-08-29,36,우리들의 블루스,임영웅
2022-08-29,37,STAY,"Justin Bieber, The Kid LAROI"
2022-08-29,38,Feel My Rhythm,Red Velvet (레드벨벳)
2022-08-29,39,신호등,이무진
2022-08-29,40,열이올라요 (Heart Burn),선미
2022-08-29,41,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),이석훈
2022-08-29,42,잠수이별 (Prod. 코드 쿤스트),"우원재, meenoi (미노이)"
2022-08-29,43,아무래도 난,주시크 (Joosiq)
2022-08-29,44,INVU,태연 (TAEYEON)
2022-08-29,45,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy)
2022-08-29,46,GANADARA (Feat. 아이유),박재범
2022-08-29,47,I Ain't Worried,OneRepublic
2022-08-29,48,Talk that Talk,TWICE (트와이스)
2022-08-29,49,듣고 싶을까,MSG워너비(M.O.M)
2022-08-29,50,MY BAG,(여자)아이들
2022-08-29,51,밤하늘의 별을(2020),경서
2022-08-29,52,Weekend,태연 (TAEYEON)
2022-08-29,53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2022-08-29,54,Next Level,aespa
2022-08-29,55,너를 생각해,주시크 (Joosiq)
2022-08-29,56,Dynamite,방탄소년단
2022-08-29,57,다시 만날 수 있을까,임영웅
2022-08-29,58,내 손을 잡아,아이유
2022-08-29,59,Left and Right (Feat. Jung Kook of BTS),"방탄소년단, 정국, Charlie Puth"
2022-08-29,60,드라마,아이유
2022-08-29,61,SMILEY (Feat. BIBI),YENA (최예나)
2022-08-29,62,고백하는 취한밤에 (Prod. 2soo),임재현
2022-08-29,63,I LOVE U,WINNER
2022-08-29,64,이제 나만 믿어요,임영웅
2022-08-29,65,언제나 사랑해,케이시 (Kassy)
2022-08-29,66,바라만 본다,MSG워너비(M.O.M)
2022-08-29,67,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
2022-08-29,68,Off My Face,Justin Bieber
2022-08-29,69,Clink Clink (클링 클링),WSG워너비 (오아시소)
2022-08-29,70,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
2022-08-29,71,팡파레,다비치
2022-08-29,72,Butter,방탄소년단
2022-08-29,73,strawberry moon,아이유
2022-08-29,74,BEAUTIFUL MONSTER,STAYC(스테이씨)
2022-08-29,75,HOT,세븐틴 (SEVENTEEN)
2022-08-29,76,Yet To Come,방탄소년단
2022-08-29,77,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
2022-08-29,78,미친 것처럼,V.O.S
2022-08-29,79,Permission to Dance,방탄소년단
2022-08-29,80,눈을 감으면,WSG워너비
2022-08-29,81,무지개,임영웅
2022-08-29,82,사랑이야,케이시 (Kassy)
2022-08-29,83,스티커 사진,21학번
2022-08-29,84,Celebrity,아이유
2022-08-29,85,봄날,방탄소년단
2022-08-29,86,그 하루(feat.반하나),주호
2022-08-29,87,Sparkling,청하
2022-08-29,88,아버지,임영웅
2022-08-29,89,_WORLD,세븐틴 (SEVENTEEN)
2022-08-29,90,My Universe,"Coldplay, 방탄소년단"
2022-08-29,91,롤린 (Rollin'),브레이브걸스
2022-08-29,92,With you,"지민, 하성운"
2022-08-29,93,라일락,아이유
2022-08-29,94,"스물다섯, 스물하나",자우림
2022-08-29,95,A bientot,임영웅
2022-08-29,96,손이 참 곱던 그대,임영웅
2022-08-29,97,사랑해 진짜,임영웅
2022-08-29,98,인생찬가,임영웅
2022-08-29,99,문득,BE'O (비오)
2022-08-29,100,Bad Decisions,"Snoop Dogg, 방탄소년단, benny blanco"
2022-08-30,1,After LIKE,IVE (아이브)
2022-08-30,2,Attention,NewJeans
2022-08-30,3,Pink Venom,BLACKPINK
2022-08-30,4,Hype boy,NewJeans
2022-08-30,5,FOREVER 1,소녀시대 (GIRLS' GENERATION)
2022-08-30,6,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2022-08-30,7,LOVE DIVE,IVE (아이브)
2022-08-30,8,보고싶었어,WSG워너비(4FIRE)
2022-08-30,9,SNEAKERS,ITZY (있지)
2022-08-30,10,Cookie,NewJeans
2022-08-30,11,TOMBOY,(여자)아이들
2022-08-30,12,그라데이션,10CM
2022-08-30,13,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2022-08-30,14,POP!,나연 (TWICE)
2022-08-30,15,사랑인가 봐,멜로망스
2022-08-30,16,나의 X에게,경서
2022-08-30,17,That That (prod. & feat. SUGA of BTS),싸이 (PSY)
2022-08-30,18,도깨비불 (Illusion),aespa
2022-08-30,19,내가 아니라도,주호
2022-08-30,20,사랑은 늘 도망가,임영웅
2022-08-30,21,Girls,aespa
2022-08-30,22,Love story,볼빨간사춘기
2022-08-30,23,FEARLESS,LE SSERAFIM (르세라핌)
2022-08-30,24,ELEVEN,IVE (아이브)
2022-08-30,25,취중고백,김민석 (멜로망스)
2022-08-30,26,LOVE me,BE'O (비오)
2022-08-30,27,해요 (2022),#안녕
2022-08-30,28,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2022-08-30,29,사랑한다고 말해줘,탑현
2022-08-30,30,다정히 내 이름을 부르면,"전건호, 경서예지"
2022-08-30,31,That's Hilarious,Charlie Puth
2022-08-30,32,너의 모든 순간,성시경
2022-08-30,33,통화연결음,"MJ (써니사이드), 보라미유"
2022-08-30,34,내 기쁨은 너가 벤틀리를 끄는 거야,김승민
2022-08-30,35,우리들의 블루스,임영웅
2022-08-30,36,새벽에 걸려온 너의 전화는,한동근
2022-08-30,37,STAY,"Justin Bieber, The Kid LAROI"
2022-08-30,38,신호등,이무진
2022-08-30,39,Feel My Rhythm,Red Velvet (레드벨벳)
2022-08-30,40,열이올라요 (Heart Burn),선미
2022-08-30,41,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),이석훈
2022-08-30,42,잠수이별 (Prod. 코드 쿤스트),"우원재, meenoi (미노이)"
2022-08-30,43,아무래도 난,주시크 (Joosiq)
2022-08-30,44,INVU,태연 (TAEYEON)
2022-08-30,45,Talk that Talk,TWICE (트와이스)
2022-08-30,46,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy)
2022-08-30,47,GANADARA (Feat. 아이유),박재범
2022-08-30,48,듣고 싶을까,MSG워너비(M.O.M)
2022-08-30,49,I Ain't Worried,OneRepublic
2022-08-30,50,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2022-08-30,51,밤하늘의 별을(2020),경서
2022-08-30,52,MY BAG,(여자)아이들
2022-08-30,53,Weekend,태연 (TAEYEON)
2022-08-30,54,Next Level,aespa
2022-08-30,55,다시 만날 수 있을까,임영웅
2022-08-30,56,너를 생각해,주시크 (Joosiq)
2022-08-30,57,Dynamite,방탄소년단
2022-08-30,58,Left and Right (Feat. Jung Kook of BTS),"방탄소년단, 정국, Charlie Puth"
2022-08-30,59,내 손을 잡아,아이유
2022-08-30,60,드라마,아이유
2022-08-30,61,SMILEY (Feat. BIBI),YENA (최예나)
2022-08-30,62,고백하는 취한밤에 (Prod. 2soo),임재현
2022-08-30,63,바라만 본다,MSG워너비(M.O.M)
2022-08-30,64,이제 나만 믿어요,임영웅
2022-08-30,65,Off My Face,Justin Bieber
2022-08-30,66,언제나 사랑해,케이시 (Kassy)
2022-08-30,67,I LOVE U,WINNER
2022-08-30,68,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
2022-08-30,69,Clink Clink (클링 클링),WSG워너비 (오아시소)
2022-08-30,70,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
2022-08-30,71,strawberry moon,아이유
2022-08-30,72,Butter,방탄소년단
2022-08-30,73,팡파레,다비치
2022-08-30,74,BEAUTIFUL MONSTER,STAYC(스테이씨)
2022-08-30,75,Yet To Come,방탄소년단
2022-08-30,76,HOT,세븐틴 (SEVENTEEN)
2022-08-30,77,미친 것처럼,V.O.S
2022-08-30,78,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
2022-08-30,79,눈을 감으면,WSG워너비
2022-08-30,80,Permission to Dance,방탄소년단
2022-08-30,81,무지개,임영웅
2022-08-30,82,스티커 사진,21학번
2022-08-30,83,사랑이야,케이시 (Kassy)
2022-08-30,84,Celebrity,아이유
2022-08-30,85,봄날,방탄소년단
2022-08-30,86,그 하루(feat.반하나),주호
2022-08-30,87,아버지,임영웅
2022-08-30,88,Sparkling,청하
2022-08-30,89,My Universe,"Coldplay, 방탄소년단"
2022-08-30,90,_WORLD,세븐틴 (SEVENTEEN)
2022-08-30,91,With you,"지민, 하성운"
2022-08-30,92,롤린 (Rollin'),브레이브걸스
2022-08-30,93,라일락,아이유
2022-08-30,94,"스물다섯, 스물하나",자우림
2022-08-30,95,A bientot,임영웅
2022-08-30,96,손이 참 곱던 그대,임영웅
2022-08-30,97,사랑해 진짜,임영웅
2022-08-30,98,인생찬가,임영웅
2022-08-30,99,Bad Decisions,"Snoop Dogg, 방탄소년단, benny blanco"
2022-08-30,100,문득,BE'O (비오)
2022-08-31,1,After LIKE,IVE (아이브)
2022-08-31,2,Attention,NewJeans
2022-08-31,3,Pink Venom,BLACKPINK
2022-08-31,4,Hype boy,NewJeans
2022-08-31,5,FOREVER 1,소녀시대 (GIRLS' GENERATION)
2022-08-31,6,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2022-08-31,7,LOVE DIVE,IVE (아이브)
2022-08-31,8,보고싶었어,WSG워너비(4FIRE)
2022-08-31,9,SNEAKERS,ITZY (있지)
2022-08-31,10,Cookie,NewJeans
2022-08-31,11,TOMBOY,(여자)아이들
2022-08-31,12,그라데이션,10CM
2022-08-31,13,POP!,나연 (TWICE)
2022-08-31,14,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2022-08-31,15,사랑인가 봐,멜로망스
2022-08-31,16,나의 X에게,경서
2022-08-31,17,That That (prod. & feat. SUGA of BTS),싸이 (PSY)
2022-08-31,18,도깨비불 (Illusion),aespa
2022-08-31,19,내가 아니라도,주호
2022-08-31,20,Girls,aespa
2022-08-31,21,Love story,볼빨간사춘기
2022-08-31,22,FEARLESS,LE SSERAFIM (르세라핌)
2022-08-31,23,사랑은 늘 도망가,임영웅
2022-08-31,24,ELEVEN,IVE (아이브)
2022-08-31,25,LOVE me,BE'O (비오)
2022-08-31,26,취중고백,김민석 (멜로망스)
2022-08-31,27,해요 (2022),#안녕
2022-08-31,28,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2022-08-31,29,사랑한다고 말해줘,탑현
2022-08-31,30,That's Hilarious,Charlie Puth
2022-08-31,31,다정히 내 이름을 부르면,"전건호, 경서예지"
2022-08-31,32,통화연결음,"MJ (써니사이드), 보라미유"
2022-08-31,33,내 기쁨은 너가 벤틀리를 끄는 거야,김승민
2022-08-31,34,너의 모든 순간,성시경
2022-08-31,35,우리들의 블루스,임영웅
2022-08-31,36,새벽에 걸려온 너의 전화는,한동근
2022-08-31,37,STAY,"Justin Bieber, The Kid LAROI"
2022-08-31,38,Feel My Rhythm,Red Velvet (레드벨벳)
2022-08-31,39,신호등,이무진
2022-08-31,40,열이올라요 (Heart Burn),선미
2022-08-31,41,Talk that Talk,TWICE (트와이스)
2022-08-31,42,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),이석훈
2022-08-31,43,잠수이별 (Prod. 코드 쿤스트),"우원재, meenoi (미노이)"
2022-08-31,44,INVU,태연 (TAEYEON)
2022-08-31,45,아무래도 난,주시크 (Joosiq)
2022-08-31,46,I Ain't Worried,OneRepublic
2022-08-31,47,GANADARA (Feat. 아이유),박재범
2022-08-31,48,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy)
2022-08-31,49,듣고 싶을까,MSG워너비(M.O.M)
2022-08-31,50,Weekend,태연 (TAEYEON)
2022-08-31,51,MY BAG,(여자)아이들
2022-08-31,52,Next Level,aespa
2022-08-31,53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2022-08-31,54,밤하늘의 별을(2020),경서
2022-08-31,55,Dynamite,방탄소년단
2022-08-31,56,너를 생각해,주시크 (Joosiq)
2022-08-31,57,Left and Right (Feat. Jung Kook of BTS),"방탄소년단, 정국, Charlie Puth"
2022-08-31,58,다시 만날 수 있을까,임영웅
2022-08-31,59,내 손을 잡아,아이유
2022-08-31,60,드라마,아이유
2022-08-31,61,SMILEY (Feat. BIBI),YENA (최예나)
2022-08-31,62,바라만 본다,MSG워너비(M.O.M)
2022-08-31,63,고백하는 취한밤에 (Prod. 2soo),임재현
2022-08-31,64,이제 나만 믿어요,임영웅
2022-08-31,65,I LOVE U,WINNER
2022-08-31,66,Off My Face,Justin Bieber
2022-08-31,67,언제나 사랑해,케이시 (Kassy)
2022-08-31,68,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
2022-08-31,69,strawberry moon,아이유
2022-08-31,70,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
2022-08-31,71,Clink Clink (클링 클링),WSG워너비 (오아시소)
2022-08-31,72,팡파레,다비치
2022-08-31,73,Butter,방탄소년단
2022-08-31,74,BEAUTIFUL MONSTER,STAYC(스테이씨)
2022-08-31,75,HOT,세븐틴 (SEVENTEEN)
2022-08-31,76,Yet To Come,방탄소년단
2022-08-31,77,스티커 사진,21학번
2022-08-31,78,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
2022-08-31,79,미친 것처럼,V.O.S
2022-08-31,80,Permission to Dance,방탄소년단
2022-08-31,81,눈을 감으면,WSG워너비
2022-08-31,82,무지개,임영웅
2022-08-31,83,Celebrity,아이유
2022-08-31,84,사랑이야,케이시 (Kassy)
2022-08-31,85,봄날,방탄소년단
2022-08-31,86,그 하루(feat.반하나),주호
2022-08-31,87,Sparkling,청하
2022-08-31,88,아버지,임영웅
2022-08-31,89,My Universe,"Coldplay, 방탄소년단"
2022-08-31,90,_WORLD,세븐틴 (SEVENTEEN)
2022-08-31,91,롤린 (Rollin'),브레이브걸스
2022-08-31,92,With you,"지민, 하성운"
2022-08-31,93,라일락,아이유
2022-08-31,94,A bientot,임영웅
2022-08-31,95,"스물다섯, 스물하나",자우림
2022-08-31,96,Bad Decisions,"Snoop Dogg, 방탄소년단, benny blanco"
2022-08-31,97,손이 참 곱던 그대,임영웅
2022-08-31,98,사랑해 진짜,임영웅
2022-08-31,99,인생찬가,임영웅
2022-08-31,100,문득,BE'O (비오)
2022-09-01,1,After LIKE,IVE (아이브)
2022-09-01,2,Attention,NewJeans
2022-09-01,3,Pink Venom,BLACKPINK
2022-09-01,4,Hype boy,NewJeans
2022-09-01,5,FOREVER 1,소녀시대 (GIRLS' GENERATION)
2022-09-01,6,LOVE DIVE,IVE (아이브)
2022-09-01,7,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2022-09-01,8,보고싶었어,WSG워너비(4FIRE)
2022-09-01,9,SNEAKERS,ITZY (있지)
2022-09-01,10,Cookie,NewJeans
2022-09-01,11,TOMBOY,(여자)아이들
2022-09-01,12,그라데이션,10CM
2022-09-01,13,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2022-09-01,14,POP!,나연 (TWICE)
2022-09-01,15,사랑인가 봐,멜로망스
2022-09-01,16,나의 X에게,경서
2022-09-01,17,That That (prod. & feat. SUGA of BTS),싸이 (PSY)
2022-09-01,18,도깨비불 (Illusion),aespa
2022-09-01,19,내가 아니라도,주호
2022-09-01,20,Girls,aespa
2022-09-01,21,Love story,볼빨간사춘기
2022-09-01,22,ELEVEN,IVE (아이브)
2022-09-01,23,FEARLESS,LE SSERAFIM (르세라핌)
2022-09-01,24,사랑은 늘 도망가,임영웅
2022-09-01,25,LOVE me,BE'O (비오)
2022-09-01,26,해요 (2022),#안녕
2022-09-01,27,취중고백,김민석 (멜로망스)
2022-09-01,28,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2022-09-01,29,사랑한다고 말해줘,탑현
2022-09-01,30,That's Hilarious,Charlie Puth
2022-09-01,31,통화연결음,"MJ (써니사이드), 보라미유"
2022-09-01,32,다정히 내 이름을 부르면,"전건호, 경서예지"
2022-09-01,33,내 기쁨은 너가 벤틀리를 끄는 거야,김승민
2022-09-01,34,너의 모든 순간,성시경
2022-09-01,35,우리들의 블루스,임영웅
2022-09-01,36,새벽에 걸려온 너의 전화는,한동근
2022-09-01,37,STAY,"Justin Bieber, The Kid LAROI"
2022-09-01,38,Feel My Rhythm,Red Velvet (레드벨벳)
2022-09-01,39,Talk that Talk,TWICE (트와이스)
2022-09-01,40,신호등,이무진
2022-09-01,41,열이올라요 (Heart Burn),선미
2022-09-01,42,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),이석훈
2022-09-01,43,INVU,태연 (TAEYEON)
2022-09-01,44,잠수이별 (Prod. 코드 쿤스트),"우원재, meenoi (미노이)"
2022-09-01,45,아무래도 난,주시크 (Joosiq)
2022-09-01,46,GANADARA (Feat. 아이유),박재범
2022-09-01,47,I Ain't Worried,OneRepublic
2022-09-01,48,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2022-09-01,49,듣고 싶을까,MSG워너비(M.O.M)
2022-09-01,50,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy)
2022-09-01,51,Weekend,태연 (TAEYEON)
2022-09-01,52,MY BAG,(여자)아이들
2022-09-01,53,Next Level,aespa
2022-09-01,54,Dynamite,방탄소년단
2022-09-01,55,밤하늘의 별을(2020),경서
2022-09-01,56,너를 생각해,주시크 (Joosiq)
2022-09-01,57,Left and Right (Feat. Jung Kook of BTS),"방탄소년단, 정국, Charlie Puth"
2022-09-01,58,다시 만날 수 있을까,임영웅
2022-09-01,59,내 손을 잡아,아이유
2022-09-01,60,드라마,아이유
2022-09-01,61,SMILEY (Feat. BIBI),YENA (최예나)
2022-09-01,62,바라만 본다,MSG워너비(M.O.M)
2022-09-01,63,고백하는 취한밤에 (Prod. 2soo),임재현
2022-09-01,64,I LOVE U,WINNER
2022-09-01,65,Off My Face,Justin Bieber
2022-09-01,66,이제 나만 믿어요,임영웅
2022-09-01,67,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
2022-09-01,68,언제나 사랑해,케이시 (Kassy)
2022-09-01,69,strawberry moon,아이유
2022-09-01,70,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
2022-09-01,71,Butter,방탄소년단
2022-09-01,72,팡파레,다비치
2022-09-01,73,Clink Clink (클링 클링),WSG워너비 (오아시소)
2022-09-01,74,HOT,세븐틴 (SEVENTEEN)
2022-09-01,75,Yet To Come,방탄소년단
2022-09-01,76,BEAUTIFUL MONSTER,STAYC(스테이씨)
2022-09-01,77,스티커 사진,21학번
2022-09-01,78,Permission to Dance,방탄소년단
2022-09-01,79,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
2022-09-01,80,미친 것처럼,V.O.S
2022-09-01,81,눈을 감으면,WSG워너비
2022-09-01,82,무지개,임영웅
2022-09-01,83,Celebrity,아이유
2022-09-01,84,사랑이야,케이시 (Kassy)
2022-09-01,85,봄날,방탄소년단
2022-09-01,86,Sparkling,청하
2022-09-01,87,그 하루(feat.반하나),주호
2022-09-01,88,My Universe,"Coldplay, 방탄소년단"
2022-09-01,89,아버지,임영웅
2022-09-01,90,_WORLD,세븐틴 (SEVENTEEN)
2022-09-01,91,롤린 (Rollin'),브레이브걸스
2022-09-01,92,라일락,아이유
2022-09-01,93,With you,"지민, 하성운"
2022-09-01,94,A bientot,임영웅
2022-09-01,95,Bad Decisions,"Snoop Dogg, 방탄소년단, benny blanco"
2022-09-01,96,"스물다섯, 스물하나",자우림
2022-09-01,97,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤)
2022-09-01,98,손이 참 곱던 그대,임영웅
2022-09-01,99,사랑해 진짜,임영웅
2022-09-01,100,인생찬가,임영웅
2022-09-02,1,After LIKE,IVE (아이브)
2022-09-02,2,Attention,NewJeans
2022-09-02,3,Pink Venom,BLACKPINK
2022-09-02,4,Hype boy,NewJeans
2022-09-02,5,FOREVER 1,소녀시대 (GIRLS' GENERATION)
2022-09-02,6,LOVE DIVE,IVE (아이브)
2022-09-02,7,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2022-09-02,8,보고싶었어,WSG워너비(4FIRE)
2022-09-02,9,SNEAKERS,ITZY (있지)
2022-09-02,10,Cookie,NewJeans
2022-09-02,11,TOMBOY,(여자)아이들
2022-09-02,12,그라데이션,10CM
2022-09-02,13,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2022-09-02,14,POP!,나연 (TWICE)
2022-09-02,15,사랑인가 봐,멜로망스
2022-09-02,16,나의 X에게,경서
2022-09-02,17,That That (prod. & feat. SUGA of BTS),싸이 (PSY)
2022-09-02,18,도깨비불 (Illusion),aespa
2022-09-02,19,내가 아니라도,주호
2022-09-02,20,Love story,볼빨간사춘기
2022-09-02,21,Girls,aespa
2022-09-02,22,사랑은 늘 도망가,임영웅
2022-09-02,23,ELEVEN,IVE (아이브)
2022-09-02,24,FEARLESS,LE SSERAFIM (르세라핌)
2022-09-02,25,LOVE me,BE'O (비오)
2022-09-02,26,해요 (2022),#안녕
2022-09-02,27,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2022-09-02,28,취중고백,김민석 (멜로망스)
2022-09-02,29,사랑한다고 말해줘,탑현
2022-09-02,30,That's Hilarious,Charlie Puth
2022-09-02,31,다정히 내 이름을 부르면,"전건호, 경서예지"
2022-09-02,32,통화연결음,"MJ (써니사이드), 보라미유"
2022-09-02,33,내 기쁨은 너가 벤틀리를 끄는 거야,김승민
2022-09-02,34,너의 모든 순간,성시경
2022-09-02,35,우리들의 블루스,임영웅
2022-09-02,36,STAY,"Justin Bieber, The Kid LAROI"
2022-09-02,37,새벽에 걸려온 너의 전화는,한동근
2022-09-02,38,신호등,이무진
2022-09-02,39,Feel My Rhythm,Red Velvet (레드벨벳)
2022-09-02,40,Talk that Talk,TWICE (트와이스)
2022-09-02,41,열이올라요 (Heart Burn),선미
2022-09-02,42,INVU,태연 (TAEYEON)
2022-09-02,43,아무래도 난,주시크 (Joosiq)
2022-09-02,44,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),이석훈
2022-09-02,45,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴
2022-09-02,46,GANADARA (Feat. 아이유),박재범
2022-09-02,47,듣고 싶을까,MSG워너비(M.O.M)
2022-09-02,48,I Ain't Worried,OneRepublic
2022-09-02,49,잠수이별 (Prod. 코드 쿤스트),"우원재, meenoi (미노이)"
2022-09-02,50,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy)
2022-09-02,51,Weekend,태연 (TAEYEON)
2022-09-02,52,MY BAG,(여자)아이들
2022-09-02,53,Next Level,aespa
2022-09-02,54,Dynamite,방탄소년단
2022-09-02,55,밤하늘의 별을(2020),경서
2022-09-02,56,너를 생각해,주시크 (Joosiq)
2022-09-02,57,다시 만날 수 있을까,임영웅
2022-09-02,58,Left and Right (Feat. Jung Kook of BTS),"방탄소년단, 정국, Charlie Puth"
2022-09-02,59,내 손을 잡아,아이유
2022-09-02,60,드라마,아이유
2022-09-02,61,SMILEY (Feat. BIBI),YENA (최예나)
2022-09-02,62,바라만 본다,MSG워너비(M.O.M)
2022-09-02,63,이제 나만 믿어요,임영웅
2022-09-02,64,고백하는 취한밤에 (Prod. 2soo),임재현
2022-09-02,65,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo
2022-09-02,66,Off My Face,Justin Bieber
2022-09-02,67,I LOVE U,WINNER
2022-09-02,68,strawberry moon,아이유
2022-09-02,69,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)"
2022-09-02,70,언제나 사랑해,케이시 (Kassy)
2022-09-02,71,Butter,방탄소년단
2022-09-02,72,팡파레,다비치
2022-09-02,73,Clink Clink (클링 클링),WSG워너비 (오아시소)
2022-09-02,74,스티커 사진,21학번
2022-09-02,75,HOT,세븐틴 (SEVENTEEN)
2022-09-02,76,리무진 (Feat. MINO) (Prod. GRAY),BE'O (비오)
2022-09-02,77,BEAUTIFUL MONSTER,STAYC(스테이씨)
2022-09-02,78,Yet To Come,방탄소년단
2022-09-02,79,Permission to Dance,방탄소년단
2022-09-02,80,미친 것처럼,V.O.S
2022-09-02,81,무지개,임영웅
2022-09-02,82,눈을 감으면,WSG워너비
2022-09-02,83,Celebrity,아이유
